from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5949431;5793260;511;35742;142;90;33718;143;127;44942;140;118;44942;62;38252;54;38252;33
5949432;5793260;513;35880;143;90;33834;143;127;45698;145;122;45211;61;38654;54;38654;33
5949433;5793260;514;35979;143;91;33923;148;129;45460;148;125;45460;62;38969;55;38969;34
5949434;5793260;514;36006;144;91;33996;159;134;45770;150;130;45770;62;39169;55;39169;34
5949435;5793260;514;36002;143;91;34067;175;144;47343;155;137;47343;61;37941;54;39390;33
5949436;5793260;518;36251;144;91;34248;175;143;46395;156;145;47594;61;38065;54;39813;33
5949437;5793260;518;36272;145;92;34392;175;146;46619;160;149;46619;61;38071;54;38052;33
5951089;5793260;553;38689;148;94;38285;198;175;47601;178;148;47601;59;39896;53;39835;35
5951090;5793260;-1;-1;139;88;36642;-1;-1;-1;-1;-1;-1;56;39696;49;39696;33
5951091;5793260;536;37503;139;88;36642;198;166;46402;175;139;46402;56;38897;49;38897;33
5951092;5793260;535;37485;139;88;36599;198;166;46385;175;139;46385;56;38843;49;38843;33
5951093;5793260;533;37333;139;88;36613;192;164;46233;170;137;46233;56;38462;49;38462;33
5951094;5793260;536;37520;149;94;37369;198;167;46420;175;140;46420;56;38716;50;38716;34
5951095;5793260;538;37636;149;94;37369;198;168;46536;175;141;46536;56;39034;50;39034;34
5951096;5793260;540;37794;131;83;34970;198;171;46693;178;144;46693;53;37305;47;37305;31
5951097;5793260;501;35089;130;82;34798;170;133;45035;148;121;44185;53;36576;46;36576;30
5951098;5793260;497;34810;130;82;34841;165;134;45131;146;117;43907;53;36359;46;36359;30
5951099;5793260;495;34677;129;82;34547;165;132;44219;146;115;43773;53;36276;46;36276;30
5951100;5793260;492;34414;128;81;34206;155;126;43793;146;120;44070;53;36092;46;36092;30
5951101;5793260;492;34461;126;80;33760;155;127;43840;146;117;43900;53;36223;46;36223;30
5951102;5793260;486;34016;126;80;33838;155;127;43394;146;116;43788;53;36184;46;36184;30
5951103;5793260;476;33304;133;84;35288;143;123;42776;140;115;42527;49;34262;43;34262;28
5951104;5793260;469;32846;123;78;32797;143;124;42297;131;117;42297;50;34372;44;34372;29
5951105;5793260;464;32514;122;77;32707;143;123;42187;131;110;42187;49;34033;43;34033;28
5951106;5793260;461;32287;122;77;32475;143;123;42371;135;113;42408;49;34226;43;34226;29
5951107;5793260;457;32017;123;78;32694;143;122;42129;131;109;42129;51;34249;45;34249;30
5951108;5793260;454;31766;119;75;31504;143;125;42319;131;112;42319;51;34882;45;34882;30
5951109;5793260;453;31717;117;74;31349;143;126;42393;135;113;42393;50;35255;44;35255;29
5951110;5793260;449;31448;116;73;31139;143;125;39045;131;110;42515;50;33687;44;33687;29
5951111;5793260;464;32499;130;82;33997;160;131;44100;150;126;43345;58;36751;51;36751;34
5951112;5793260;459;32125;129;82;33972;165;132;44121;150;127;43366;58;36834;51;36834;34
5951113;5793260;462;32346;130;82;34081;165;135;44342;150;130;43587;59;37168;52;37168;34
5951114;5793260;449;31428;130;82;34081;160;131;38439;148;125;39825;59;33276;52;33276;34
5951115;5793260;444;31076;115;73;30552;149;126;38215;145;121;39601;52;33973;45;33973;29
5951116;5793260;441;30851;115;73;30456;143;127;38105;140;116;39704;51;33752;45;33752;29
5951117;5793260;438;30638;114;72;30285;143;126;37892;131;113;39036;51;33690;44;33690;29
5951118;5793260;437;30562;115;73;30294;138;114;37681;131;112;38960;51;33747;44;33747;29
5951119;5793260;436;30552;114;72;30271;133;110;37564;127;112;39163;51;33592;44;33592;29
5951120;5793260;434;30376;114;72;30207;138;113;38288;131;113;39045;52;33999;45;31909;29
5951121;5793260;434;30404;114;72;30165;133;111;38123;131;114;39723;52;34404;45;34404;29
5951122;5793260;432;30266;113;72;29978;138;113;38312;131;113;37686;52;34419;45;31955;29
5951123;5793260;428;29957;115;73;29716;143;123;37491;131;110;37491;54;36306;46;34620;30
5951124;5793260;423;29624;117;74;29361;143;120;38982;131;114;37427;54;35806;46;34121;31
5951125;5793260;422;29531;117;74;29314;143;122;37426;131;114;37426;55;35908;47;34088;31
5951126;5793260;420;29392;117;74;29080;143;122;37463;131;114;37463;53;35748;46;34062;30
5951127;5793260;421;29448;118;75;29198;143;124;39212;131;113;37681;54;35880;47;34195;31
5951128;5793260;415;29067;120;76;28790;143;122;36447;131;109;36447;56;36171;48;34486;32
5951129;5793260;411;28756;118;75;28412;143;121;39983;131;109;36448;55;35823;48;34138;31
5951130;5793260;411;28755;118;75;28477;143;121;39984;131;111;36529;56;35827;48;34142;32
5951131;5793260;411;28791;119;75;28370;143;121;40468;131;113;36680;56;35694;49;35694;32
5951132;5793260;413;28943;120;76;28619;143;118;40258;140;115;36833;57;35998;49;35998;32
5951133;5793260;418;29259;130;83;28928;143;120;40559;140;119;37148;58;36490;50;36490;33
5951134;5793260;406;28417;125;79;28349;148;131;37076;140;118;37076;56;34703;48;34703;31
5951135;5793260;403;28229;126;80;28447;153;131;35508;148;124;35886;56;34434;48;34434;31
5951136;5793260;399;27941;120;76;27914;148;130;36014;145;120;35598;55;34371;48;34371;31
5951137;5793260;400;27985;121;77;27867;148;127;35265;145;121;35642;55;34151;48;34151;31
5951138;5793260;395;27641;122;77;28120;143;123;35529;140;119;35529;56;34463;48;34463;31
5951139;5793260;392;27439;117;74;27654;143;124;36016;140;120;36016;50;33182;43;33074;29
5951140;5793260;389;27252;116;73;27444;143;120;35770;131;116;35770;55;33326;47;33219;30
5951141;5793260;389;27211;116;73;27397;143;122;34207;131;110;34207;55;33098;47;32991;30
5951142;5793260;385;26962;115;73;27149;143;124;33882;119;106;33882;54;32996;46;32889;29
5951143;5793260;384;26858;115;73;27053;143;119;34265;125;107;34265;54;33064;46;32957;29
5951144;5793260;384;26897;114;72;27043;143;121;34422;127;109;34422;55;32196;47;33254;30
5951145;5793260;387;27120;116;73;26997;143;126;34763;131;114;34763;55;32498;48;32498;30
5951146;5793260;393;27507;116;73;27092;148;130;35023;140;118;35023;52;31478;46;31478;28
5951147;5793260;380;26630;115;73;26265;143;119;32854;140;116;33048;52;31341;47;31341;28
5951148;5793260;378;26476;115;73;26246;143;125;32874;140;113;32874;51;31198;46;31198;28
5951149;5793260;382;26764;116;74;26580;143;122;33428;140;113;32808;52;30988;46;30988;28
5951150;5793260;373;26075;114;72;25863;133;111;32195;123;104;32195;51;30376;45;30376;28
5951151;5793260;370;25891;112;71;25661;133;108;32011;123;101;32011;50;30117;45;30117;27
5951152;5793260;370;25913;112;71;25750;127;103;31743;119;97;31743;50;29798;45;29798;27
5951153;5793260;369;25854;112;71;25848;118;100;31544;119;103;31544;48;29759;43;29759;26
5951154;5793260;373;26099;112;71;25948;133;108;31978;123;101;31978;48;30182;44;30182;27
5951155;5793260;370;25904;111;70;25554;133;111;32181;123;104;32181;48;30160;44;30160;26
5951156;5793260;367;25714;110;70;25581;138;113;31747;129;106;31747;49;30100;45;30100;27
5951157;5793260;369;25825;108;69;25241;143;126;31935;131;118;31935;51;30540;44;30540;27
5951163;5793260;370;25930;108;69;25863;143;120;30835;123;104;28276;52;29457;46;29457;28
5951164;5793260;370;25892;109;69;25956;133;101;31865;123;101;28038;52;29146;46;29146;28
5951165;5793260;366;25595;110;70;26093;133;111;29919;119;107;30300;52;28840;46;28840;28
5951166;5793260;363;25378;106;67;25532;133;108;29995;119;103;29995;53;28806;47;28806;28
5951167;5793260;364;25515;107;68;25708;133;106;29864;119;102;29864;48;28281;42;28281;25
5951168;5793260;361;25236;105;67;25492;122;102;29356;115;96;29356;47;28274;42;28274;25
5951169;5793260;358;25028;104;66;25221;113;98;26628;119;100;26628;49;27909;43;26893;26
5951170;5793260;360;25227;106;67;25545;112;84;27564;119;106;27079;48;28409;43;28409;26
5951171;5793260;361;25239;103;65;25259;100;78;27191;119;100;27191;42;26106;38;26106;23
5951172;5793260;360;25199;103;65;25319;100;77;27747;119;99;27747;42;26061;38;26061;23
5951173;5793260;360;25166;103;65;25185;100;74;27570;119;96;27570;41;25737;37;25737;23
5951174;5793260;361;25258;103;65;25187;100;75;27632;119;97;27632;41;26341;37;26341;23
5951175;5793260;362;25344;103;65;25226;100;78;27866;119;100;27866;42;26578;38;26578;24
5951176;5793260;361;25296;102;64;25147;110;93;27378;115;96;27378;42;26582;38;26583;24
5951177;5793260;361;25277;103;65;25275;110;90;27154;111;93;27154;-1;27053;-1;27053;-1
5951178;5793260;365;25537;104;66;25556;110;88;27368;111;92;27324;45;27014;39;27014;24
5951179;5793260;366;25606;104;66;25515;110;87;28026;111;90;28026;45;27126;39;27126;24
5951180;5793260;367;25669;104;66;25649;94;79;27432;107;82;27432;52;27200;45;27200;27
5951181;5793260;371;25959;106;67;25934;102;82;27678;107;85;27678;48;27568;41;27568;25
5951182;5793260;375;26253;108;68;26214;110;95;27870;111;88;27870;49;27840;42;27840;25
5951183;5793260;374;26196;108;69;26300;110;92;32450;111;91;28105;47;29325;41;27757;25
5951184;5793260;376;26309;109;69;26556;110;92;28325;115;94;28325;47;29618;41;27868;25
5951185;5793260;377;26393;111;70;26790;115;96;28644;119;101;31621;55;29833;48;28084;28
5951186;5793260;378;26473;112;71;26634;118;99;28894;119;102;28894;54;29670;47;28021;28
5951187;5793260;381;26696;114;72;26894;127;103;29154;119;102;29964;53;30531;46;28900;27
5951188;5793260;382;26770;115;73;26892;127;104;30270;119;103;30015;54;30951;47;29320;27
5951189;5793260;384;26853;116;73;27070;130;106;30535;123;103;31483;54;30936;47;29304;27
5951190;5793260;386;26990;116;74;27150;133;111;31148;131;116;32091;55;31457;47;29826;28
5951191;5793260;389;27235;117;74;27229;133;111;32788;140;115;30857;55;32354;48;30722;28
5951199;5793260;436;30520;125;79;28979;143;125;38445;140;117;38445;64;38780;56;39139;34
5951200;5793260;434;30370;125;79;28979;143;128;38076;131;117;34436;64;38575;56;38934;34
5951201;5793260;430;30078;123;78;28597;143;126;37971;129;107;34330;62;38310;53;38669;33
5951202;5793260;430;30096;124;79;28864;143;123;37859;128;105;37859;61;38189;52;37987;32
5951203;5793260;432;30244;125;79;28774;138;114;39097;129;107;34368;60;37662;52;37662;32
5951204;5793260;433;30342;125;79;28870;133;110;38797;123;104;38797;61;37412;52;37412;32
5951205;5793260;440;30791;124;79;29111;143;126;39246;131;118;39351;59;37221;51;37221;31
5951206;5793260;437;30563;125;79;29087;138;113;38998;128;105;35290;60;36894;52;36894;32
5951207;5793260;439;30760;126;80;29332;143;125;35476;131;118;39196;60;37034;53;37034;32
5951208;5793260;444;31094;126;80;29701;143;127;40026;131;118;39420;59;36677;52;36677;31
5951209;5793260;448;31339;127;81;29881;143;127;40435;140;115;36179;60;36788;53;36788;31
5951210;5793260;453;31689;128;81;30120;143;127;35775;140;118;41343;61;36492;54;36492;32
5951211;5793260;455;31842;129;82;30179;143;126;41417;135;117;41260;61;36072;54;36072;31
5951212;5793260;455;31865;129;82;30367;143;125;41135;131;119;41084;61;35725;54;35725;31
5951213;5793260;458;32059;129;82;30294;143;126;36689;135;117;41270;60;35959;53;35959;31
5951214;5793260;461;32277;130;82;30548;143;126;41262;140;117;41262;60;35851;53;35851;31
5951215;5793260;464;32458;131;83;30782;143;126;41407;140;119;41407;59;35763;52;35763;31
5951216;5793260;468;32756;133;84;31021;143;123;42444;145;124;41717;60;35788;53;35788;31
5951217;5793260;471;32990;133;84;31113;143;127;42700;148;123;41939;59;35651;53;35651;31
5951219;5793260;489;34204;138;88;32039;143;124;43911;141;120;43911;58;37074;52;37074;30
5951220;5793260;492;34432;138;87;31863;143;127;44103;148;123;44103;60;36786;54;36786;32
5951221;5793260;485;33916;138;87;31918;143;126;43313;131;116;43313;60;36434;54;36434;32
5951222;5793260;487;34060;138;87;31965;143;126;43312;131;116;43312;62;36457;55;36457;33
5951223;5793260;489;34263;139;88;32274;143;124;43501;135;115;43501;63;36923;55;36924;33
5951224;5793260;494;34587;140;89;32489;143;123;43826;140;119;43826;61;36919;54;36919;32
5951225;5793260;500;34980;142;90;32869;143;124;45069;141;120;45069;62;37483;55;37483;33
5951226;5793260;503;35215;142;90;33135;143;127;44918;140;118;44918;64;37657;56;37657;33
5951227;5793260;507;35457;142;90;33449;143;124;44757;135;115;44757;64;38109;56;38109;33
5951228;5793260;511;35759;144;91;33700;143;126;44874;140;117;44874;63;38265;56;38265;34
5951229;5793260;513;35928;143;91;33932;143;124;45290;141;121;45113;63;38486;55;38495;34
5951230;5793260;516;36116;144;91;34198;143;126;45628;148;126;46033;63;38903;55;39024;34
5951231;5793260;518;36234;145;92;34190;148;130;45863;150;134;45600;63;39458;55;39503;34
5951232;5793260;519;36316;147;93;34544;165;135;46109;150;131;45842;64;39777;56;39822;35
5951233;5793260;520;36387;150;95;35009;175;144;46690;155;137;46690;61;38139;54;39587;33
5951234;5793260;523;36639;145;92;34536;175;143;46383;156;143;46383;62;38089;55;39837;34
5951235;5793260;522;36572;146;92;34619;180;152;47914;160;149;47914;62;38352;55;40099;34
5952885;5793260;533;37294;147;93;36956;192;163;46194;170;136;46194;56;38498;49;38498;33
5952886;5793260;531;37174;147;93;36956;192;162;46074;167;135;46074;56;38434;49;38434;33
5952887;5793260;529;37027;143;90;36596;186;160;45927;162;133;45927;55;38173;49;38173;32
5952888;5793260;532;37248;149;94;37369;192;163;46147;167;136;46147;56;38536;50;38536;34
5952889;5793260;536;37488;149;94;37369;198;166;46388;175;139;46388;56;38979;50;38979;34
5952890;5793260;540;37766;149;94;37369;198;170;46665;178;143;46665;56;36948;50;36948;34
5952891;5793260;502;35128;135;86;35022;175;142;44012;146;115;44012;54;36624;47;36624;31
5952892;5793260;495;34659;130;82;34650;170;137;43623;146;115;43755;52;36206;46;36206;30
5952893;5793260;492;34453;130;82;34650;165;134;43418;146;112;43550;52;35907;46;35907;30
5952894;5793260;491;34380;129;81;34391;160;130;44023;143;111;43477;52;35852;46;35852;30
5952895;5793260;489;34219;127;81;34187;160;129;43992;146;113;43634;52;36137;46;36137;30
5952896;5793260;479;33554;133;84;35134;160;129;43047;140;115;43047;49;34770;43;34770;28
5952897;5793260;476;33301;126;80;33250;143;124;42835;140;114;42497;52;34993;45;34993;30
5952898;5793260;473;33117;124;78;32991;143;122;42112;131;109;42112;50;34583;44;34583;29
5952899;5793260;468;32743;122;77;32509;143;118;41859;123;105;41859;50;34333;44;34333;29
5952900;5793260;463;32422;121;76;32251;143;118;41871;123;105;41871;51;34471;45;34471;30
5952901;5793260;460;32224;120;76;31960;143;118;41865;123;105;41865;51;34726;45;34726;30
5952902;5793260;457;32004;118;74;31640;143;121;42057;131;108;42057;51;34830;45;34830;30
5952903;5793260;453;31722;117;74;31416;143;125;39380;131;109;42137;51;35294;45;35294;30
5952904;5793260;466;32623;130;82;34019;165;133;44224;150;128;43469;59;33745;52;33745;34
5952905;5793260;463;32399;130;82;34019;160;130;44000;150;125;43245;59;36682;52;36682;34
5952906;5793260;458;32059;131;83;34196;165;132;44128;150;127;43374;59;37039;52;37039;34
5952907;5793260;454;31800;131;83;34196;165;134;44304;150;129;43549;58;36997;51;36997;34
5952908;5793260;452;31624;135;85;34957;160;131;38793;150;127;40021;58;37204;51;37204;34
5952909;5793260;455;31859;136;86;35083;165;134;39108;150;131;40256;52;34065;45;34065;29
5952910;5793260;454;31814;116;73;30544;165;134;39063;150;130;40211;52;33942;45;33942;29
5952911;5793260;441;30904;116;74;30610;143;126;38064;135;115;39663;52;33753;45;33753;29
5952912;5793260;439;30757;116;73;30472;143;126;37876;131;115;39154;52;34063;45;33964;29
5952913;5793260;441;30838;115;73;30475;138;113;38280;131;112;39879;51;34000;45;34000;29
5952914;5793260;439;30759;115;73;30522;130;106;39508;125;107;39571;51;33910;45;33910;29
5952915;5793260;437;30588;115;73;30350;133;110;38086;127;113;39686;52;34253;45;34253;29
5952916;5793260;437;30574;115;73;30099;138;114;38387;131;117;39986;53;36990;46;32411;30
5952917;5793260;431;30146;115;73;29884;143;126;37687;131;113;37687;53;36706;45;35021;30
5952918;5793260;427;29913;117;74;29630;143;124;38319;131;113;37719;54;36492;46;34806;30
5952919;5793260;429;30030;118;74;29469;143;125;38425;140;116;37950;54;36433;47;34748;31
5952920;5793260;423;29630;118;75;29404;148;129;39576;140;118;38068;55;36165;47;34480;31
5952921;5793260;424;29648;119;75;29324;148;131;38086;140;118;38086;54;36057;47;34371;31
5952922;5793260;416;29153;120;76;28765;143;127;40380;131;113;36719;56;36319;48;34634;32
5952923;5793260;417;29163;120;76;28806;143;127;40390;131;113;36729;58;36153;50;34468;33
5952924;5793260;420;29398;121;77;29040;149;126;40833;145;120;37203;58;36526;50;34841;33
5952925;5793260;416;29090;120;76;28831;143;122;40535;140;116;36894;57;36199;49;34513;32
5952926;5793260;418;29264;122;77;29021;143;122;40671;140;119;37154;57;36530;49;34845;33
5952927;5793260;419;29334;122;77;29074;149;122;40668;145;126;42359;58;36538;51;36538;33
5952928;5793260;420;29371;129;82;28766;175;143;37949;156;146;47001;58;37164;51;37164;33
5952929;5793260;406;28454;122;77;28400;158;131;35791;150;133;36526;57;34744;49;34744;32
5952930;5793260;403;28199;121;76;28086;153;130;35478;148;124;35856;56;34595;48;34595;31
5952931;5793260;405;28315;122;77;28329;153;132;35595;148;125;35972;57;34763;49;34763;32
5952932;5793260;396;27740;122;77;28125;143;119;34733;143;117;34733;56;33555;48;33555;31
5952933;5793260;395;27639;118;75;27850;143;124;36046;140;119;34831;55;33664;48;33556;31
5952934;5793260;392;27470;117;74;27650;143;125;36113;140;116;34609;56;33315;48;33208;31
5952935;5793260;392;27440;119;75;27663;143;128;34578;135;116;34578;56;33345;48;33238;31
5952936;5793260;392;27463;118;75;27584;143;122;34490;131;110;34490;56;33640;48;33533;30
5952937;5793260;389;27202;115;73;27230;143;118;34228;125;106;34228;54;33383;47;33276;30
5952938;5793260;388;27184;117;74;27389;143;119;34276;125;107;34276;55;33409;47;33302;30
5952939;5793260;391;27355;117;74;27268;143;127;35396;140;116;35618;56;32625;48;32625;31
5952940;5793260;388;27192;118;75;27279;143;127;33417;140;117;35702;57;34326;49;34218;31
5952941;5793260;385;26939;116;74;26629;143;127;33798;140;118;33208;52;31387;46;31387;28
5952942;5793260;382;26750;116;73;26560;143;124;33586;140;116;33020;52;31289;46;31289;28
5952943;5793260;382;26734;116;73;26565;143;118;33200;131;118;30776;52;30948;47;30948;29
5952944;5793260;376;26354;115;73;26297;138;114;32398;125;107;32398;51;30600;46;30600;28
5952945;5793260;373;26107;114;72;25999;130;106;30350;123;103;32139;51;30287;45;30287;28
5952946;5793260;372;26068;113;72;26083;123;100;29941;119;99;31842;52;30334;47;30334;29
5952947;5793260;373;26140;113;71;26039;127;105;31830;119;99;31830;49;30052;44;30052;27
5952948;5793260;375;26240;118;74;26506;130;106;31930;119;100;31930;48;30429;44;30429;27
5952949;5793260;372;26072;111;70;25554;143;127;32647;135;110;32647;48;30393;44;30393;26
5952958;5793260;372;26009;109;69;26056;133;101;31902;123;103;28879;51;29171;46;29171;27
5952959;5793260;368;25750;110;70;26343;133;111;32216;119;100;28620;51;28858;45;28858;27
5952960;5793260;367;25690;108;68;25857;133;109;30051;119;104;30051;51;28509;45;28509;27
5952961;5793260;367;25704;108;68;26012;128;101;31246;119;100;29731;49;28174;43;28174;26
5952962;5793260;365;25530;107;68;25816;122;102;29598;119;98;29598;48;28015;43;27826;26
5952963;5793260;362;25325;105;67;25535;118;99;26984;119;100;26694;48;27708;43;27708;25
5952964;5793260;364;25448;105;67;25612;122;100;27013;119;101;27013;47;28207;42;28207;25
5952965;5793260;364;25497;104;66;25575;103;79;27922;119;101;27922;44;26566;40;26566;24
5952966;5793260;365;25516;105;66;25613;100;75;27619;119;97;27619;43;26754;39;26754;24
5952967;5793260;362;25367;104;66;25367;100;70;27288;115;96;27288;41;25970;37;25970;23
5952968;5793260;366;25586;104;66;25446;100;73;27463;119;95;27463;41;26196;37;26196;23
5952969;5793260;364;25508;105;67;25516;100;77;27794;119;99;27794;42;26835;38;26835;24
5952970;5793260;366;25607;104;66;25572;100;82;28119;119;104;28119;43;27492;38;27655;24
5952971;5793260;365;25558;104;66;25572;110;93;28413;115;96;28413;48;27369;41;27369;25
5952972;5793260;367;25697;105;66;25635;110;88;28031;111;90;28031;48;27179;41;27179;25
5952973;5793260;370;25925;105;66;25812;102;83;27724;111;86;27724;46;27481;40;27481;24
5952974;5793260;370;25866;106;67;25851;102;82;27700;107;85;27700;49;29166;42;29203;25
5952975;5793260;373;26139;107;68;26141;94;78;27386;107;81;27386;49;28237;42;28237;25
5952976;5793260;378;26440;109;69;26410;102;83;27728;111;86;27728;50;28095;43;28111;26
5952977;5793260;377;26417;110;70;26581;110;87;27977;111;89;27977;49;29657;42;28114;26
5952978;5793260;380;26598;110;70;26748;110;92;28309;115;94;28309;49;29906;43;28156;26
5952979;5793260;380;26624;112;71;26879;110;95;28611;119;99;31867;55;31239;48;29699;29
5952980;5793260;383;26843;113;71;27123;118;100;28930;119;103;28930;54;31176;48;29636;28
5952981;5793260;384;26866;113;72;26966;127;105;34053;119;105;34183;53;31123;46;29477;28
5952982;5793260;387;27066;114;72;27187;127;105;31390;123;102;30323;54;31025;47;29393;28
5952983;5793260;392;27468;115;73;27254;138;114;30375;128;107;30675;55;31192;48;29560;28
5952984;5793260;392;27407;117;74;27413;138;115;31005;131;119;31948;55;31605;48;29973;28
5952985;5793260;391;27358;118;75;27484;138;112;32911;140;117;30980;55;32205;48;30573;28
5952991;5793260;462;32341;137;87;31299;143;126;38682;140;118;34171;61;35973;54;35861;31
5952992;5793260;460;32208;137;87;31299;143;126;38550;135;118;38550;64;36074;56;35961;34
5952994;5793260;436;30552;124;78;28996;143;127;37905;128;105;34197;63;39198;54;39198;32
5952995;5793260;434;30364;125;79;29104;138;114;37683;123;103;34042;63;39184;54;39184;32
5952996;5793260;434;30388;125;79;29087;133;110;37582;123;104;37597;62;38211;53;38211;32
5952997;5793260;436;30535;126;80;29122;138;114;37709;123;105;34261;61;37823;53;37823;33
5952998;5793260;442;30908;126;80;29367;138;112;34235;128;105;34235;61;37430;53;37430;32
5952999;5793260;440;30785;126;80;29274;138;114;38650;131;118;38650;61;37260;54;37260;32
5953000;5793260;441;30879;126;80;29376;143;127;35602;135;119;39314;60;37300;53;37300;32
5953001;5793260;443;30996;128;81;29590;143;126;39431;140;117;39431;61;37174;54;37174;32
5953002;5793260;445;31139;128;81;29816;143;128;39209;131;117;39209;60;36912;53;36912;32
5953003;5793260;449;31401;129;81;30001;143;122;39301;131;118;39301;61;37018;53;37018;32
5953004;5793260;453;31705;129;82;30233;143;126;39604;140;119;41684;61;36457;54;36457;32
5953005;5793260;459;32104;130;82;30402;143;127;41513;140;116;41471;61;36348;54;36201;31
5953006;5793260;462;32332;131;83;30574;143;123;41708;140;117;41543;61;36244;54;36244;32
5953007;5793260;460;32218;130;82;30479;143;127;41430;140;116;41430;61;36157;54;36157;31
5953008;5793260;464;32473;132;84;30814;143;122;41877;143;118;41587;61;36383;54;36254;32
5953009;5793260;467;32681;132;84;30909;143;124;42025;143;119;41629;60;36121;53;36121;32
5953010;5793260;469;32824;133;84;31076;143;126;42168;148;125;41773;60;35866;53;35866;31
5953011;5793260;473;33122;135;85;31309;148;130;42935;148;125;42071;60;36105;53;36105;32
5953012;5793260;493;34525;139;88;32233;148;129;44232;148;125;44232;60;38369;53;38369;32
5953013;5793260;490;34309;139;88;32233;143;126;44015;145;122;44015;64;37184;57;37184;34
5953014;5793260;488;34187;139;88;32002;143;123;43787;140;119;43787;64;37584;57;37584;34
5953015;5793260;488;34186;139;88;32141;143;124;43536;135;115;43536;61;36665;54;36665;32
5953016;5793260;491;34356;140;88;32294;143;125;43609;140;116;43609;62;37251;55;37251;32
5953017;5793260;496;34710;141;89;32537;143;128;42035;145;121;42035;62;37129;55;37130;33
5953018;5793260;496;34737;141;89;32628;143;128;41719;145;121;42041;62;37278;55;37279;33
5953019;5793260;501;35042;143;90;32961;143;127;41692;148;120;41692;63;37680;56;37680;33
5953020;5793260;504;35268;143;91;33259;143;125;41350;143;118;41350;63;37773;56;37773;33
5953021;5793260;508;35551;143;91;33480;143;126;41154;140;119;41154;64;38012;57;38012;34
5953022;5793260;512;35821;145;92;33821;143;128;41243;141;120;45049;64;38487;56;38487;34
5953023;5793260;516;36094;144;91;34087;143;127;45486;148;124;45508;64;38734;56;38734;34
5953024;5793260;520;36390;145;92;34333;148;131;45761;150;134;45595;63;38960;56;38960;34
5953025;5793260;521;36470;146;92;34472;159;134;46053;150;128;46053;64;39303;56;39347;35
5953026;5793260;523;36644;147;93;34664;165;136;46275;150;132;46328;64;39548;57;39593;35
5953027;5793260;525;36753;150;95;35009;165;135;47269;155;136;46597;64;39925;57;39970;35
5953028;5793260;528;36953;150;95;35009;170;137;47379;160;140;47379;62;40145;55;40190;34
5953029;5793260;529;37006;152;96;35630;170;134;47154;160;137;47154;67;40640;59;40684;37
5953030;5793260;537;37568;154;97;35871;186;158;47679;165;141;47463;67;40946;59;40991;37
5954676;5793260;529;37065;147;93;36948;186;160;45965;162;133;45965;56;38335;49;38335;33
5954677;5793260;525;36725;143;90;36596;186;155;45625;162;128;45625;55;38115;49;38115;32
5954678;5793260;533;37323;143;90;36596;192;164;46223;170;137;46223;55;38656;49;38656;32
5954679;5793260;539;37712;149;94;37369;198;169;46612;175;142;46612;56;38993;50;38993;34
5954680;5793260;504;35313;138;87;35265;175;145;44196;146;118;44196;54;36754;48;36754;31
5954681;5793260;501;35051;138;87;35265;175;141;43934;146;114;43934;54;36584;48;36584;31
5954682;5793260;498;34840;134;85;34918;175;138;43724;146;111;43724;53;36449;47;36449;31
5954683;5793260;490;34334;129;81;34297;159;133;43318;141;108;43233;52;35850;46;35850;30
5954684;5793260;487;34090;128;81;34057;154;129;43055;138;107;43186;51;35598;45;35598;29
5954685;5793260;486;34046;127;81;33917;143;127;42880;136;105;42903;51;35483;45;35483;29
5954686;5793260;479;33510;132;83;34729;149;125;42753;131;111;42753;49;35070;44;35070;29
5954687;5793260;477;33408;125;79;33140;143;125;42364;131;112;42364;51;34889;45;34889;30
5954688;5793260;472;33065;123;78;32859;143;120;42010;125;107;42010;51;34723;45;34723;29
5954689;5793260;470;32927;123;78;32724;143;117;41748;123;104;41748;54;34671;48;34671;31
5954690;5793260;465;32575;121;77;32316;143;118;41855;123;105;41855;52;34683;46;34683;30
5954691;5793260;462;32320;119;76;32027;138;114;41550;119;101;41550;52;34754;46;34754;30
5954692;5793260;465;32517;121;76;32305;143;118;41860;125;105;41860;53;35328;47;35229;30
5954693;5793260;471;32992;123;78;32858;143;125;42312;131;112;42312;55;35696;48;35696;32
5954694;5793260;471;32944;126;80;33332;160;128;43898;148;122;42999;56;35922;50;35922;33
5954695;5793260;467;32692;126;80;33440;149;125;43647;141;118;42748;57;36200;50;36200;33
5954696;5793260;457;31988;129;82;33878;160;129;43913;150;124;43158;58;36616;51;36616;33
5954697;5793260;456;31890;129;82;33878;165;133;44197;150;128;43442;58;36975;51;36975;34
5954698;5793260;455;31883;135;85;34957;165;135;39132;150;131;40281;58;37630;51;37630;34
5954699;5793260;453;31701;135;85;34957;160;130;38950;150;129;40098;52;37699;45;37699;29
5954700;5793260;446;31232;136;86;35083;149;125;38481;145;122;39629;52;34092;45;34092;29
5954701;5793260;451;31575;117;74;30863;149;125;38934;145;121;40534;52;33896;46;33896;30
5954702;5793260;446;31187;117;74;30863;143;122;38717;140;118;40317;52;34309;45;34309;30
5954703;5793260;445;31174;117;74;30919;138;114;38387;131;113;39987;52;34267;45;34267;30
