from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5916749;5853758;577;40365;174;110;40981;178;139;48192;160;137;48192;77;48800;67;49394;44
5916750;5853758;580;40613;175;111;41132;170;136;47940;157;132;47940;75;48348;66;48942;43
5916751;5853758;583;40842;177;112;41481;170;135;48132;157;131;48132;75;47948;65;48542;43
5916752;5853758;588;41183;178;112;41859;170;137;47877;160;138;48440;75;47981;66;48575;43
5916753;5853758;590;41319;178;112;42013;178;140;48086;160;137;53551;74;47959;65;48552;43
5916754;5853758;596;41710;179;113;42342;185;154;49438;160;137;51287;76;48418;66;49012;43
5916755;5853758;597;41802;179;113;42505;178;141;49117;160;142;49143;76;48469;67;49121;43
5916756;5853758;602;42148;181;115;42876;170;138;49431;160;135;52755;76;48909;67;49503;43
5916757;5853758;606;42386;182;115;43142;163;129;52583;158;133;49155;75;49547;66;50008;43
5916758;5853758;609;42601;183;116;43398;163;129;52552;158;134;49176;75;49424;66;50017;43
5916759;5853758;612;42851;184;116;43616;170;139;49467;160;136;52790;76;49839;67;50433;44
5916760;5853758;614;43014;184;116;43579;185;152;49271;160;140;53082;78;52111;68;53105;44
5916761;5853758;619;43340;187;118;44317;185;154;49762;166;144;53470;78;51946;68;52939;44
5916762;5853758;623;43586;187;118;44317;185;152;50394;171;149;53717;79;51727;69;52720;45
5916763;5853758;626;43785;187;118;44317;193;155;50593;175;149;53531;79;50146;69;51140;45
5916764;5853758;633;44305;192;122;45355;178;140;49307;183;151;49301;79;51609;69;52602;44
5916765;5853758;642;44951;193;122;45465;178;141;49378;183;152;49372;77;50740;67;51767;44
5916766;5853758;647;45285;195;123;45907;178;139;49736;183;150;49730;78;51445;68;52472;44
5916767;5853758;647;45274;196;124;46153;170;138;49879;175;133;49879;79;51394;68;52421;44
5916768;5853758;651;45558;197;125;46458;178;141;50025;183;152;50019;80;51826;69;52853;45
5916769;5853758;-1;-1;197;125;46458;178;141;50519;183;152;50513;80;52109;70;53136;45
5916770;5853758;-1;-1;199;126;46855;185;154;50697;183;151;50703;80;52336;70;53363;45
5916771;5853758;-1;-1;201;127;47346;185;147;50920;186;154;50920;82;52833;71;53860;46
5916772;5853758;-1;-1;203;128;47916;185;152;51799;190;163;51793;83;53030;72;54057;46
5916773;5853758;-1;-1;202;128;47810;185;150;51697;190;161;51691;83;52971;72;53998;46
5916774;5853758;-1;-1;203;129;48026;185;152;53016;190;163;51816;83;53125;72;54152;47
5916775;5853758;-1;-1;206;130;48507;193;157;53344;190;165;52262;84;53281;73;54308;48
5916776;5853758;-1;-1;206;130;48507;193;157;53402;190;166;52320;84;53605;73;54632;48
5916777;5853758;-1;-1;210;133;49550;201;161;53660;193;172;52461;85;53911;74;54938;48
5916778;5853758;-1;-1;213;135;49412;216;183;52041;197;176;52744;86;54115;75;55142;49
5916779;5853758;-1;-1;214;135;50145;216;185;53384;197;180;53005;86;57906;75;58500;49
5916780;5853758;-1;-1;213;135;49966;185;149;55537;186;154;53590;86;57695;75;58288;49
5916781;5853758;-1;-1;215;136;50290;185;147;53927;190;146;53927;86;58078;76;58672;49
5916782;5853758;-1;-1;215;136;50326;185;150;55215;190;148;55215;87;58080;76;58674;50
5916783;5853758;-1;-1;216;137;50636;185;152;55369;190;150;55369;87;58404;77;58998;50
5916784;5853758;-1;-1;218;138;50883;185;154;54931;190;152;54931;88;58757;77;59350;50
5916785;5853758;-1;-1;220;139;51265;193;159;55246;190;157;55246;89;59211;78;59805;51
5918453;5853758;220;15433;72;46;16536;105;88;16375;124;84;16375;37;18307;33;17911;26
5918454;5853758;219;15355;66;42;15737;102;87;16296;124;83;16296;35;16969;31;16969;24
5918455;5853758;223;15641;66;42;15736;109;91;16582;124;87;16582;34;17130;31;17130;23
5918456;5853758;219;15336;67;43;15981;102;86;16278;124;82;16278;34;16733;30;16733;23
5918457;5853758;210;14693;62;40;14892;99;77;15634;103;73;15634;33;16464;30;16464;22
5918458;5853758;211;14788;65;41;15416;99;79;15730;109;75;15730;34;16640;30;16640;23
5918459;5853758;187;13112;60;38;14184;95;76;14983;97;72;14983;33;14959;30;14959;23
5918460;5853758;186;13000;58;37;13950;95;75;14005;97;71;14005;29;14593;26;14593;20
5918461;5853758;187;13074;58;37;13950;95;76;14945;97;72;14945;30;15008;27;15008;20
5918462;5853758;-1;-1;58;37;13950;-1;-1;-1;-1;-1;-1;29;14829;27;14829;20
5918463;5853758;-1;-1;56;36;12978;-1;-1;-1;-1;-1;-1;30;15022;27;15022;20
5918464;5853758;174;12164;56;36;12978;88;71;13054;97;69;13475;28;14257;26;14257;20
5918465;5853758;170;11908;55;35;12783;85;67;12799;92;68;13220;28;13675;25;13675;19
5918466;5853758;173;12106;54;34;12653;85;70;12997;97;71;13417;35;15024;31;15024;22
5918467;5853758;166;11648;50;32;11316;66;47;11386;75;48;11386;25;15221;23;15221;17
5918468;5853758;163;11407;49;31;11251;59;44;11145;75;45;11145;25;12006;23;12006;17
5918469;5853758;161;11247;49;31;11227;56;41;10984;69;42;10984;24;11809;22;11809;17
5918470;5853758;160;11222;48;31;11198;56;40;10905;69;41;10905;24;12074;22;12074;17
5918471;5853758;167;11683;50;32;11573;59;42;11385;75;43;11385;25;12346;23;12346;17
5918472;5853758;170;11913;51;33;11820;66;48;11835;75;49;11835;26;12621;24;12621;18
5918473;5853758;173;12092;55;35;12420;70;51;12014;80;52;12014;27;13070;25;13070;19
5918474;5853758;186;12992;55;35;12420;78;56;12991;86;57;12991;27;13335;25;13335;19
5918475;5853758;179;12540;58;37;13649;82;59;14005;86;60;14005;30;15050;27;14744;20
5918476;5853758;180;12586;58;37;13649;95;77;13812;109;78;13812;30;15093;27;14787;20
5918477;5853758;181;12664;71;45;14648;99;78;17279;109;81;17279;35;17191;32;17191;25
5918478;5853758;185;12977;71;45;14757;95;75;17050;109;78;17050;35;-1;32;-1;25
5918479;5853758;192;13463;72;45;14819;99;79;17282;101;74;18782;35;17113;32;17113;24
5918480;5853758;193;13508;72;46;14889;92;75;16973;92;70;18473;35;17206;32;17206;25
5918481;5853758;201;14099;72;46;15259;99;83;17579;89;66;18447;37;17236;34;17236;25
5918482;5853758;204;14260;68;43;14614;99;79;17296;89;61;18102;37;16605;33;16605;24
5918483;5853758;206;14396;70;45;14799;102;88;17873;89;66;18455;38;16771;35;16771;25
5918484;5853758;211;14739;71;45;14967;99;81;17387;89;64;18059;39;17306;35;17306;25
5918485;5853758;212;14862;75;47;15313;99;82;18681;101;72;18624;39;17678;34;17678;25
5918486;5853758;214;15005;75;47;15370;99;81;17825;101;74;18768;39;17735;35;17735;25
5918487;5853758;219;15296;76;48;15521;99;79;18477;112;86;17603;39;17900;35;17900;25
5918488;5853758;222;15528;77;49;15783;95;77;19557;114;93;19374;39;18148;34;18148;25
5918489;5853758;227;15874;78;49;15986;92;74;19343;114;87;20555;38;18404;34;18404;24
5918490;5853758;233;16284;78;49;16498;92;70;19077;112;83;20306;38;22665;34;22665;24
5918491;5853758;241;16896;71;45;17622;85;67;18786;101;75;18786;38;22804;34;22804;24
5918492;5853758;243;17031;74;47;17462;85;66;19197;92;71;19197;40;23055;36;23055;25
5918493;5853758;244;17080;75;47;17471;82;61;18850;86;66;18850;39;22637;35;22637;24
5918494;5853758;245;17149;75;48;17557;82;62;19173;92;68;19173;40;22630;35;22630;25
5918495;5853758;249;17460;78;50;18115;85;67;19476;97;73;19476;40;23248;35;23248;25
5918496;5853758;255;17868;79;50;18123;88;73;20196;97;70;20196;42;23634;37;23634;26
5918497;5853758;259;18121;79;50;18353;88;73;20214;97;70;20214;42;23631;37;23631;26
5918498;5853758;263;18400;81;51;18757;99;84;20518;109;74;20493;43;23900;38;23900;26
5918499;5853758;269;18812;81;51;19094;85;70;20658;92;67;20658;43;24152;38;24152;26
5918500;5853758;270;18912;82;52;19367;88;71;20528;97;68;20528;44;24425;38;24425;27
5918501;5853758;276;19334;85;54;19875;85;70;20961;97;68;20961;45;24840;39;24840;27
5918502;5853758;281;19680;86;54;20090;95;76;22604;103;73;21308;46;25228;41;25228;28
5918503;5853758;288;20156;88;56;20533;99;79;22162;109;77;22162;47;25677;42;25677;29
5918504;5853758;290;20308;89;56;20815;99;78;22080;109;76;22080;48;26010;42;26009;29
5918505;5853758;296;20724;90;57;21174;99;84;22496;112;82;22496;51;26328;44;26328;30
5918506;5853758;302;21164;91;58;21592;102;90;23146;112;85;22214;52;26729;46;29165;31
5918507;5853758;304;21314;92;58;21711;99;85;25415;112;86;22573;51;27334;45;27333;31
5918508;5853758;308;21580;93;59;21985;99;77;25339;112;81;24972;52;29685;44;29539;30
5918509;5853758;311;21796;94;59;22203;102;79;25478;112;83;25111;53;30053;45;29896;31
5918510;5853758;321;22494;95;60;22503;112;87;25565;124;91;25198;54;30467;46;30310;32
5918511;5853758;323;22616;98;62;23026;115;92;25901;125;96;25534;54;30029;46;29871;32
5918512;5853758;326;22822;96;61;23020;115;95;26107;125;99;25741;53;30176;45;30019;31
5918513;5853758;331;23144;99;63;23801;119;104;24192;127;107;23891;55;30379;47;30221;33
5918514;5853758;333;23338;99;63;23801;119;105;27416;127;106;29287;55;30662;47;34165;33
5918515;5853758;338;23676;101;64;24072;119;102;27210;127;102;26584;56;33380;48;33974;33
5918516;5853758;343;24024;103;65;24347;119;99;28921;125;100;28858;56;33162;49;33756;34
5918517;5853758;346;24223;105;66;24739;119;102;27171;125;98;27371;55;32700;49;33294;33
5918518;5853758;350;24504;106;67;24920;122;104;26212;127;101;27516;56;32812;49;33406;33
5918519;5853758;358;25054;108;68;25152;119;98;26141;127;107;27936;54;32173;47;32767;32
5918520;5853758;361;25251;110;69;25745;119;100;26893;127;99;26893;54;32310;48;32904;32
5918521;5853758;363;25407;110;70;25805;119;96;26644;116;95;26644;55;32488;48;33082;32
5918522;5853758;368;25786;111;70;26184;115;94;26351;116;94;26351;55;32430;49;33024;33
5918523;5853758;373;26132;113;71;26490;119;99;26697;125;99;28377;56;34595;48;35320;33
5918524;5853758;376;26308;114;72;26768;119;103;29225;125;99;28331;55;34251;48;34844;33
5918525;5853758;377;26409;115;73;27078;119;98;30875;125;97;28239;55;33720;48;34314;32
5918526;5853758;380;26634;116;74;27264;115;96;31384;131;94;28748;54;33495;47;34089;32
5918527;5853758;386;27038;119;75;27676;119;98;31542;125;96;28906;55;33873;49;34466;32
5918528;5853758;387;27091;119;75;27783;119;101;31761;125;99;29125;56;33731;49;34325;33
5918529;5853758;391;27361;119;76;27989;122;104;31963;127;102;29327;61;33931;54;34525;35
5918530;5853758;396;27694;120;76;28264;122;104;39958;116;95;33836;61;34729;54;36719;35
5918531;5853758;399;27907;121;76;28378;119;100;39722;114;91;33600;60;35769;53;36363;34
5918532;5853758;403;28227;123;78;28736;116;97;33617;114;91;33554;58;35536;52;36130;34
5918533;5853758;407;28462;124;78;28985;119;101;33573;116;95;33847;58;35204;51;35798;33
5918534;5853758;410;28728;125;79;29208;119;101;33559;127;104;37414;60;35949;53;36543;35
5918535;5853758;414;28980;126;80;29448;119;106;34780;125;100;37134;60;35405;54;35999;35
5918536;5853758;420;29414;128;81;29891;126;104;30052;127;105;37505;60;35891;53;36485;35
5918537;5853758;425;29736;128;81;29997;126;106;30209;134;110;37827;59;36064;52;36658;35
5918538;5853758;429;30010;129;82;30532;126;106;30714;136;115;30714;58;37089;51;37682;34
5918539;5853758;429;30063;130;82;30725;126;104;30630;136;113;30630;62;37716;55;38309;36
5918540;5853758;434;30378;131;83;30914;126;101;30418;130;110;30418;62;37466;55;38060;36
5918541;5853758;438;30658;132;83;31077;126;106;31472;136;113;30642;61;37262;54;37856;35
5918542;5853758;445;31137;132;84;31221;126;107;34053;130;111;31162;58;36672;52;37266;34
5918543;5853758;446;31216;134;85;31563;126;105;31360;136;114;31360;59;36787;52;37381;34
5918544;5853758;450;31497;135;85;31863;126;105;31358;136;114;31358;67;37598;59;38192;38
5918545;5853758;454;31794;136;86;32112;126;109;31619;136;118;31619;66;37829;58;38423;37
5918546;5853758;458;32050;138;87;32273;133;111;31762;136;115;40158;63;38175;55;38769;36
5918547;5853758;468;32737;139;88;32850;145;120;34138;142;120;36081;62;38873;54;39467;35
5918548;5853758;469;32846;140;88;32919;145;121;34880;142;123;36775;64;38969;57;39562;37
5918549;5853758;468;32786;140;89;33142;145;117;36554;136;113;42498;65;39214;57;39808;38
5918550;5853758;472;33022;142;90;33471;145;117;36526;136;111;42367;66;39607;58;40201;38
5918551;5853758;475;33233;144;91;33671;145;116;36474;136;116;37179;66;39726;59;40319;39
5918552;5853758;479;33500;145;92;33955;141;119;37287;136;114;37224;65;39991;57;40585;37
5918553;5853758;482;33736;146;92;34471;141;116;37420;136;111;37356;65;40839;57;41432;37
5918554;5853758;483;33797;146;92;34517;141;116;37482;130;106;40737;63;40074;56;40667;36
5918555;5853758;487;34070;148;94;34914;141;117;37544;130;103;40507;64;40074;56;40668;36
5918556;5853758;491;34340;148;94;34991;141;118;40303;130;109;40303;64;40599;56;41193;36
5918557;5853758;494;34574;150;95;35390;122;104;40032;117;95;39968;66;40962;58;41556;37
5918558;5853758;498;34858;150;95;35561;130;106;40185;123;97;40122;69;40757;60;41351;39
5918559;5853758;503;35177;151;96;35868;141;116;36109;130;102;40470;68;41170;60;41763;38
5918560;5853758;506;35406;152;96;36139;141;115;40764;130;106;40701;67;42635;59;43228;38
5918561;5853758;509;35636;153;97;36310;141;118;40994;130;109;40931;68;42406;60;43000;39
5918562;5853758;513;35898;154;97;36566;141;119;39505;130;108;42356;67;42146;59;42739;38
5918563;5853758;517;36209;156;98;36881;141;117;39441;130;109;42614;67;42129;59;42703;38
5918564;5853758;522;36532;157;99;37212;141;122;39784;136;120;39784;68;42462;59;43056;38
5918565;5853758;526;36818;158;100;37424;145;120;40123;138;114;43522;69;42804;60;43398;39
5918566;5853758;528;36961;159;101;37680;141;120;40124;136;114;43522;69;43086;61;43680;39
5918567;5853758;533;37299;161;102;37959;148;124;40391;145;118;43789;70;43244;61;43838;39
5918568;5853758;536;37516;162;102;38074;141;117;43522;142;120;43670;70;43554;62;44148;40
5918569;5853758;541;37870;163;103;38522;149;119;43872;144;121;44020;71;43924;62;44517;40
5918570;5853758;549;38413;164;104;38833;163;127;45003;157;129;45151;74;43882;65;44476;42
5918571;5853758;561;39268;168;107;39602;170;136;42087;160;140;45549;74;45027;65;45621;42
5918572;5853758;562;39311;171;108;40133;170;136;42130;160;140;45592;75;46415;66;47516;42
5918573;5853758;569;39817;171;108;40133;170;139;44271;160;138;47902;75;46685;66;49290;42
5918574;5853758;571;39955;173;109;40592;170;138;44187;160;137;47882;77;46613;67;48971;44
5918575;5853758;575;40239;174;110;40863;170;135;47627;157;131;47627;76;48828;67;49422;43
5918576;5853758;582;40726;176;112;41285;170;137;48011;158;133;48011;77;48316;67;48910;44
5918577;5853758;582;40728;177;112;41414;170;139;47909;160;138;47514;77;48478;67;49072;44
5918578;5853758;586;41002;178;113;41712;163;127;50927;160;138;47512;76;48404;67;48998;44
5918579;5853758;590;41282;179;113;41945;170;135;47786;154;127;52732;76;48331;67;48925;44
5918580;5853758;594;41584;179;113;42139;178;141;49234;160;135;52557;76;48657;67;49251;44
5918581;5853758;599;41910;181;114;42570;170;139;48964;160;140;48982;77;48821;68;49411;44
5918582;5853758;605;42350;181;115;42787;167;129;52399;160;139;48932;77;48855;67;49507;44
5918583;5853758;607;42475;182;115;43068;163;128;52816;157;133;48768;76;49448;66;50100;43
5918584;5853758;611;42763;184;116;43394;163;129;52839;160;140;49124;78;49931;68;50583;44
5918585;5853758;615;43025;185;117;43676;170;137;48950;160;139;48950;77;49942;67;50595;44
5918586;5853758;619;43332;188;119;44105;185;154;49754;166;144;53462;79;52344;69;53337;45
5918587;5853758;621;43489;187;118;44317;185;151;50296;171;148;53620;78;51788;69;52781;45
5918588;5853758;623;43644;187;118;44317;185;148;49839;171;149;53775;79;51460;69;52454;45
5918589;5853758;627;43915;190;120;44881;185;145;49635;186;153;49635;79;51300;69;52294;45
5918590;5853758;637;44596;192;121;45250;170;136;49022;168;131;49022;79;51181;69;52174;44
5918591;5853758;637;44575;193;122;45463;185;145;50152;183;152;50152;78;50828;68;51814;44
5918592;5853758;640;44824;195;123;45871;178;142;49885;183;153;49879;78;51470;68;52498;44
5918593;5853758;647;45272;196;124;46126;178;141;49876;183;152;49870;80;51471;69;52498;45
5918594;5853758;-1;-1;197;125;46324;185;147;50268;186;154;50268;79;51946;69;52973;45
5918595;5853758;-1;-1;198;126;46502;185;150;50472;190;161;50465;80;52324;70;53351;45
5918596;5853758;-1;-1;198;125;46664;185;149;51063;190;160;51057;80;52525;70;53552;45
5918597;5853758;-1;-1;201;127;47346;185;149;51043;190;160;51037;82;52781;71;53808;46
5918598;5853758;-1;-1;202;128;47810;193;155;52036;190;166;52029;83;53237;72;54264;46
5918599;5853758;-1;-1;202;128;47810;185;155;52004;190;166;51998;83;53216;72;54243;46
5918600;5853758;-1;-1;208;132;49181;216;167;56513;193;169;53120;84;53263;73;54290;48
5918601;5853758;-1;-1;208;132;49181;216;184;52167;193;167;52981;84;54665;73;55692;48
5918602;5853758;-1;-1;208;132;49181;201;161;53628;193;172;52428;84;53845;73;54872;48
5918603;5853758;-1;-1;210;133;49487;216;178;57264;197;180;53872;85;54161;74;55188;49
5918604;5853758;-1;-1;213;135;49412;216;177;57209;197;179;53816;86;54342;75;55369;49
5918605;5853758;-1;-1;213;135;49412;216;180;56523;197;170;53248;86;54528;75;55555;49
5918606;5853758;-1;-1;213;135;49966;223;188;57939;212;190;54546;86;57990;75;58584;49
5918607;5853758;-1;-1;214;135;50243;185;153;54321;190;153;55586;86;58116;76;58710;49
5918608;5853758;-1;-1;218;138;50949;185;153;54354;190;154;55619;88;58725;77;59319;50
5918609;5853758;-1;-1;220;139;51257;185;154;54396;190;154;55661;89;58378;78;58972;51
5920278;5853758;232;16230;72;46;16536;119;99;17172;131;95;17172;36;17946;33;17946;25
5920279;5853758;224;15698;72;46;16536;109;92;16640;124;88;16640;36;17639;33;17639;25
5920280;5853758;220;15430;66;42;15579;105;88;16372;124;84;16372;34;17205;31;17205;23
5920281;5853758;217;15156;66;42;15579;102;84;16098;116;80;16098;34;16883;31;16883;23
5920282;5853758;213;14902;65;41;15407;99;80;15843;109;76;15843;34;16620;31;16620;23
5920283;5853758;214;15008;62;40;14892;99;82;15949;109;78;15949;33;15622;30;15622;23
5920284;5853758;217;15201;60;38;14184;102;84;16143;116;80;16143;33;15116;30;15116;23
5920285;5853758;-1;-1;58;37;13950;-1;-1;-1;-1;-1;-1;30;14840;27;14840;20
5920286;5853758;-1;-1;58;37;13950;-1;-1;-1;-1;-1;-1;30;14969;27;14969;20
5920287;5853758;-1;-1;58;37;13950;-1;-1;-1;-1;-1;-1;30;15408;27;15408;20
5920288;5853758;-1;-1;56;36;12978;-1;-1;-1;-1;-1;-1;30;15778;27;15778;20
5920289;5853758;176;12317;56;36;12978;88;73;13208;97;71;13629;28;13831;26;13831;20
5920290;5853758;173;12088;56;36;12978;85;70;12979;92;71;13400;28;13671;26;13671;20
5920291;5853758;173;12120;56;35;12966;85;70;13010;97;71;13431;28;13967;26;13967;20
5920292;5853758;176;12318;55;35;12594;88;73;13208;97;71;13629;29;15510;26;15510;19
5920293;5853758;168;11790;50;32;11498;66;49;11528;75;50;11528;25;11998;23;11998;17
5920294;5853758;165;11517;49;31;11307;62;45;11255;75;46;11255;25;12024;23;12024;17
5920295;5853758;164;11484;51;32;11589;56;39;11198;69;40;11198;26;12298;24;12298;18
5920296;5853758;166;11636;49;31;11440;56;41;11326;69;42;11326;25;12868;23;12562;17
5920297;5853758;172;12048;51;32;12037;62;46;12253;75;47;12253;26;13241;24;12934;18
5920298;5853758;184;12902;51;32;12037;66;50;12582;80;51;12582;26;13090;24;13090;18
5920299;5853758;186;13000;58;37;13649;78;56;12982;86;57;12982;30;14758;27;14452;20
5920300;5853758;183;12818;58;37;13649;82;58;13951;86;59;13951;30;14829;27;14523;20
5920301;5853758;186;13045;58;37;13649;82;58;13954;86;59;13954;30;15090;27;14784;20
5920302;5853758;185;12922;73;46;14949;99;77;17219;111;80;17219;35;16565;32;16259;25
5920303;5853758;186;13027;73;46;14949;92;73;16908;97;75;16908;35;-1;32;-1;25
5920304;5853758;189;13254;74;47;15013;85;71;16677;97;72;16677;35;17379;32;17379;25
5920305;5853758;195;13619;73;46;15069;88;72;16863;97;74;16863;36;17328;33;17328;25
5920306;5853758;198;13887;72;45;15144;99;80;17351;89;65;18115;36;17040;33;17040;25
5920307;5853758;202;14157;70;44;14875;99;81;17401;89;63;18019;37;16773;33;16773;24
5920308;5853758;207;14467;69;44;14851;92;73;16940;86;60;17761;37;16903;33;16903;24
5920309;5853758;211;14798;73;46;15303;99;81;17446;89;65;18118;38;17389;34;17389;24
5920310;5853758;220;15392;73;46;15271;95;77;18352;112;81;17256;38;18370;34;21786;24
5920311;5853758;218;15232;78;49;15827;92;73;18114;103;76;17018;38;17986;34;17986;24
5920312;5853758;223;15635;80;50;16078;95;75;18261;111;79;17165;39;18202;35;18202;25
5920313;5853758;223;15630;80;50;16078;88;74;18079;111;80;17230;39;18238;34;18238;25
5920314;5853758;227;15925;73;46;17960;92;73;18104;111;81;17255;36;21477;32;21477;23
5920315;5853758;237;16606;73;46;17908;88;71;19064;112;84;17872;36;21682;32;21682;23
5920316;5853758;244;17062;72;46;17695;85;65;18657;99;73;18657;40;22813;35;22813;25
5920317;5853758;248;17330;73;47;17744;85;63;19183;92;70;19183;40;23163;36;23163;26
5920318;5853758;249;17405;73;46;17954;82;63;18746;92;68;18746;41;22889;36;22889;25
5920319;5853758;250;17491;76;48;17826;85;66;19514;97;69;19913;40;22978;36;22978;25
5920320;5853758;250;17507;76;48;17894;85;68;19629;92;65;19629;40;22976;36;22976;25
5920321;5853758;255;17855;79;50;18296;85;69;19974;92;65;19614;41;23266;36;23266;25
5920322;5853758;259;18101;80;51;18602;85;68;19910;92;65;19910;42;23599;37;23599;26
5920323;5853758;262;18329;80;50;18660;85;70;20423;92;67;20423;42;23799;37;23799;26
5920324;5853758;267;18677;81;51;18995;85;68;20300;92;65;20300;43;25448;38;25448;26
5920325;5853758;279;19497;82;52;19249;99;80;21112;103;73;21112;43;25293;38;25293;26
5920326;5853758;281;19685;86;55;20223;95;75;22526;97;74;21587;47;25588;42;25587;29
5920327;5853758;282;19773;86;55;20143;92;74;22437;97;73;21489;47;25343;41;25342;28
5920328;5853758;288;20168;86;55;20431;99;83;21832;105;77;21751;48;25658;42;25658;29
5920329;5853758;293;20517;87;55;20803;99;82;22322;111;80;22322;48;26080;42;26080;29
5920330;5853758;297;20821;89;56;21137;99;86;22734;112;81;21802;50;28721;43;28721;29
5920331;5853758;301;21068;90;57;21442;99;86;25780;112;82;22047;50;29003;43;29003;30
5920332;5853758;306;21390;92;58;21740;99;82;25686;112;84;22451;51;29355;44;29209;30
5920333;5853758;308;21541;93;59;21947;99;86;25427;112;93;25427;52;29711;44;29553;30
5920334;5853758;314;21979;93;59;21948;105;87;26485;112;90;26118;52;29566;44;29409;30
5920335;5853758;317;22191;95;60;22905;109;95;26077;114;93;26330;53;29688;45;29531;31
5920336;5853758;329;23044;96;61;23006;112;95;23126;120;97;23277;53;29849;45;29691;31
5920337;5853758;328;22943;96;61;23020;119;99;23910;127;104;23910;53;30262;45;30105;31
5920338;5853758;336;23525;99;63;23801;119;101;24796;127;103;24796;55;30610;47;30452;33
5920339;5853758;336;23551;99;63;23801;119;102;24870;127;104;24870;55;30758;47;34283;33
5920340;5853758;341;23854;103;65;24468;122;105;27792;127;104;28615;56;33530;48;34124;33
5920341;5853758;345;24147;104;66;24664;119;101;29442;127;100;28334;55;32421;48;33015;33
5920342;5853758;348;24361;106;67;24928;119;100;25334;127;102;28496;55;32431;48;33024;32
5920343;5853758;352;24645;106;67;25111;119;99;25471;127;105;27806;55;32548;48;33142;33
5920344;5853758;354;24774;107;68;25240;119;96;25636;127;110;25636;53;31885;46;32479;31
5920345;5853758;359;25124;108;69;25538;119;100;26278;130;99;26278;55;32158;48;32752;32
5920346;5853758;363;25416;110;70;25852;119;97;26593;123;97;26593;55;32162;48;32756;32
5920347;5853758;368;25759;110;70;26074;115;94;26119;116;93;26119;54;32060;48;32653;33
5920348;5853758;373;26129;111;70;26305;119;97;26319;116;96;26319;55;32382;49;32975;33
5920349;5853758;377;26361;113;72;26719;119;102;28749;127;101;29272;55;34141;49;34734;32
5920350;5853758;380;26608;114;72;26787;119;101;28727;125;98;29062;55;33950;48;34544;32
5920351;5853758;382;26745;116;73;27154;115;95;31343;125;93;28707;55;33387;48;34382;32
5920352;5853758;386;27025;117;74;27445;119;97;31457;125;95;28821;54;33396;48;33990;32
5920353;5853758;389;27253;119;75;27775;119;100;31697;125;98;29061;54;33353;47;33946;32
5920354;5853758;394;27558;118;75;27932;122;106;34656;127;104;30017;61;33755;54;34349;35
5920355;5853758;396;27692;119;75;27998;119;103;39940;116;94;33817;60;35996;53;36590;34
5920356;5853758;399;27934;120;76;28360;116;97;33618;114;91;33555;59;35615;53;36208;34
5920357;5853758;404;28256;122;77;28633;119;101;39747;114;92;33624;58;35257;51;35851;33
5920358;5853758;407;28512;122;77;28716;119;98;33527;116;95;33840;57;34977;51;35570;33
5920359;5853758;412;28851;124;78;29013;119;99;33382;127;105;33382;57;35007;51;35601;33
5920360;5853758;415;29066;125;79;29250;119;101;33541;127;104;37414;61;35040;54;35634;35
5920361;5853758;421;29493;126;80;29795;126;109;35806;127;106;37584;59;35750;52;36344;34
5920362;5853758;425;29763;126;80;29888;126;108;35722;127;107;37244;58;35578;51;36172;34
5920363;5853758;429;30001;127;81;30178;126;110;33523;129;110;30365;58;35924;51;36518;33
5920364;5853758;433;30279;128;81;30446;126;106;31339;129;106;30115;61;36184;54;36778;35
5920365;5853758;436;30512;130;82;30641;126;107;31382;129;107;30158;62;35971;55;36565;36
5920366;5853758;441;30854;132;83;30976;126;104;31271;129;107;34192;61;37704;54;38298;35
5920367;5853758;445;31158;134;85;31410;126;101;31061;130;110;31061;60;37417;53;38011;34
5920368;5853758;449;31427;133;84;31429;126;99;30957;129;108;30957;61;37495;54;38088;35
5920369;5853758;452;31668;135;85;31706;126;103;31198;136;112;31198;61;37747;54;38341;35
5920370;5853758;458;32026;135;85;31994;126;107;31724;136;113;35330;62;38080;55;38674;35
5920371;5853758;460;32207;137;86;32374;126;109;31910;136;113;35617;62;38371;55;38965;36
5920372;5853758;464;32465;137;87;32582;141;118;35794;136;116;35803;67;38698;59;39291;37
5920373;5853758;469;32820;142;90;33189;141;118;36292;136;116;36510;65;39224;57;39818;38
5920374;5853758;473;33077;141;89;33131;141;119;36615;136;115;36828;65;39227;57;39821;38
5920375;5853758;474;33205;143;90;33441;141;117;36681;136;112;36618;65;39523;58;40116;38
5920376;5853758;477;33398;144;91;33737;141;117;36950;136;112;36887;66;39971;59;40564;39
5920377;5853758;482;33708;146;93;34099;141;116;36851;136;111;36788;67;40162;60;42362;39
5920378;5853758;484;33891;146;93;34362;133;110;34602;130;108;36832;68;41894;59;42488;38
5920379;5853758;488;34136;147;93;34719;126;108;34805;129;106;37035;65;40607;57;41200;37
5920380;5853758;491;34376;148;93;34884;133;111;34994;130;109;37224;65;40808;57;41402;37
5920381;5853758;496;34698;149;94;35182;141;118;37601;130;102;40474;66;41076;58;41670;37
5920382;5853758;498;34872;150;95;35463;141;111;40488;130;102;40425;66;41520;58;42114;37
5920383;5853758;501;35081;151;95;35680;141;118;38326;130;101;40363;66;41327;58;41921;37
